Year,Month,Day,Station,PKey
2022,01,02,KCAE,20220102KCAE
2022,01,02,KCBW,20220102KCBW
2022,01,02,KCBX,20220102KCBX
2022,01,02,KCCX,20220102KCCX
2022,01,02,KCLE,20220102KCLE
2022,01,02,KCLX,20220102KCLX
2022,01,02,KCRP,20220102KCRP
2022,01,02,KCXX,20220102KCXX
2022,01,02,KCYS,20220102KCYS
2022,01,02,KDAX,20220102KDAX
2022,01,02,KDDC,20220102KDDC
2022,01,02,KDFX,20220102KDFX
2022,01,02,KDGX,20220102KDGX
2022,01,02,KDIX,20220102KDIX
2022,01,02,KDLH,20220102KDLH
2022,01,02,KDMX,20220102KDMX
2022,01,02,KDOX,20220102KDOX
2022,01,02,KDTX,20220102KDTX
2022,01,02,KDVN,20220102KDVN
2022,01,02,KDYX,20220102KDYX
2022,01,02,KEAX,20220102KEAX
2022,01,02,KEMX,20220102KEMX
2022,01,02,KENX,20220102KENX
2022,01,02,KEOX,20220102KEOX
2022,01,02,KEPZ,20220102KEPZ
2022,01,02,KESX,20220102KESX
2022,01,02,KEVX,20220102KEVX
2022,01,02,KEWX,20220102KEWX
2022,01,02,KEYX,20220102KEYX
2022,01,02,KFCX,20220102KFCX
2022,01,02,KFDR,20220102KFDR
2022,01,02,KFDX,20220102KFDX
2022,01,02,KFFC,20220102KFFC
2022,01,02,KFSD,20220102KFSD
2022,01,02,KFSX,20220102KFSX
2022,01,02,KFTG,20220102KFTG
2022,01,02,KFWS,20220102KFWS
2022,01,02,KGGW,20220102KGGW
2022,01,02,KGJX,20220102KGJX
2022,01,02,KGLD,20220102KGLD
2022,01,02,KGRB,20220102KGRB
2022,01,02,KGRK,20220102KGRK
2022,01,02,KGRR,20220102KGRR
2022,01,02,KGSP,20220102KGSP
2022,01,02,KGWX,20220102KGWX
2022,01,02,KGYX,20220102KGYX
2022,01,02,KHDX,20220102KHDX
2022,01,02,KHGX,20220102KHGX
2022,01,02,KHNX,20220102KHNX
2022,01,02,KHPX,20220102KHPX
2022,01,02,KHTX,20220102KHTX
2022,01,02,KICT,20220102KICT
2022,01,02,KICX,20220102KICX
2022,01,02,KILN,20220102KILN
2022,01,02,KILX,20220102KILX
2022,01,02,KIND,20220102KIND
2022,01,02,KINX,20220102KINX
2022,01,02,KIWA,20220102KIWA
2022,01,02,KIWX,20220102KIWX
2022,01,02,KJAX,20220102KJAX
2022,01,02,KJGX,20220102KJGX
2022,01,02,KJKL,20220102KJKL
2022,01,02,KLBB,20220102KLBB
2022,01,02,KLCH,20220102KLCH
2022,01,02,KLGX,20220102KLGX
2022,01,02,KLIX,20220102KLIX
2022,01,02,KLNX,20220102KLNX
2022,01,02,KLOT,20220102KLOT
2022,01,02,KLRX,20220102KLRX
2022,01,02,KLSX,20220102KLSX
2022,01,02,KLTX,20220102KLTX
2022,01,02,KLVX,20220102KLVX
2022,01,02,KLWX,20220102KLWX
2022,01,02,KLZK,20220102KLZK
2022,01,02,KMAF,20220102KMAF
2022,01,02,KMAX,20220102KMAX
2022,01,02,KMBX,20220102KMBX
2022,01,02,KMHX,20220102KMHX
2022,01,02,KMKX,20220102KMKX
2022,01,02,KMLB,20220102KMLB
2022,01,02,KMOB,20220102KMOB
2022,01,02,KMPX,20220102KMPX
2022,01,02,KMQT,20220102KMQT
2022,01,02,KMRX,20220102KMRX
2022,01,02,KMSX,20220102KMSX
2022,01,02,KMTX,20220102KMTX
2022,01,02,KMUX,20220102KMUX
2022,01,02,KMVX,20220102KMVX
2022,01,02,KMXX,20220102KMXX
2022,01,02,KNKX,20220102KNKX
2022,01,02,KNQA,20220102KNQA
2022,01,02,KOAX,20220102KOAX
2022,01,02,KOHX,20220102KOHX
2022,01,02,KOKX,20220102KOKX
2022,01,02,KOTX,20220102KOTX
2022,01,02,KPAH,20220102KPAH
2022,01,02,KPBZ,20220102KPBZ
2022,01,02,KPDT,20220102KPDT
2022,01,02,KPOE,20220102KPOE
2022,01,02,KPUX,20220102KPUX
2022,01,02,KRAX,20220102KRAX
2022,01,02,KRGX,20220102KRGX
2022,01,02,KRIW,20220102KRIW
2022,01,02,KRLX,20220102KRLX
2022,01,02,KRTX,20220102KRTX
2022,01,02,KSFX,20220102KSFX
2022,01,02,KSGF,20220102KSGF
2022,01,02,KSHV,20220102KSHV
2022,01,02,KSJT,20220102KSJT
2022,01,02,KSOX,20220102KSOX
2022,01,02,KSRX,20220102KSRX
2022,01,02,KTBW,20220102KTBW
2022,01,02,KTFX,20220102KTFX
2022,01,02,KTLH,20220102KTLH
2022,01,02,KTLX,20220102KTLX
2022,01,02,KTWX,20220102KTWX
2022,01,02,KTYX,20220102KTYX
2022,01,02,KUDX,20220102KUDX
2022,01,02,KUEX,20220102KUEX
2022,01,02,KVAX,20220102KVAX
2022,01,02,KVBX,20220102KVBX
2022,01,02,KVNX,20220102KVNX
2022,01,02,KVTX,20220102KVTX
2022,01,02,KVWX,20220102KVWX
2022,01,02,KYUX,20220102KYUX
2022,01,02,PABC,20220102PABC
2022,01,02,PACG,20220102PACG
2022,01,02,PAEC,20220102PAEC
2022,01,02,PAHG,20220102PAHG
2022,01,02,PAIH,20220102PAIH
2022,01,02,PAKC,20220102PAKC
2022,01,02,PAPD,20220102PAPD
2022,01,02,PHKI,20220102PHKI
2022,01,02,PHKM,20220102PHKM
2022,01,02,PHMO,20220102PHMO
2022,01,02,PHWA,20220102PHWA
2022,01,02,RKJK,20220102RKJK
2022,01,02,RKSG,20220102RKSG
2022,01,02,RODN,20220102RODN
2022,01,02,TADW,20220102TADW
2022,01,02,TBNA,20220102TBNA
2022,01,02,TBOS,20220102TBOS
2022,01,02,TBWI,20220102TBWI
2022,01,02,TCLT,20220102TCLT
2022,01,02,TCMH,20220102TCMH
2022,01,02,TCVG,20220102TCVG
2022,01,02,TDAL,20220102TDAL
2022,01,02,TDAY,20220102TDAY
2022,01,02,TDCA,20220102TDCA
2022,01,02,TDEN,20220102TDEN
2022,01,02,TDFW,20220102TDFW
2022,01,02,TDTW,20220102TDTW
2022,01,02,TEWR,20220102TEWR
2022,01,02,TFLL,20220102TFLL
2022,01,02,THOU,20220102THOU
2022,01,02,TIAD,20220102TIAD
2022,01,02,TIAH,20220102TIAH
2022,01,02,TICH,20220102TICH
2022,01,02,TIDS,20220102TIDS
2022,01,02,TJFK,20220102TJFK
2022,01,02,TJUA,20220102TJUA
2022,01,02,TLAS,20220102TLAS
2022,01,02,TLVE,20220102TLVE
2022,01,02,TMCI,20220102TMCI
2022,01,02,TMCO,20220102TMCO
2022,01,02,TMDW,20220102TMDW
2022,01,02,TMEM,20220102TMEM
2022,01,02,TMIA,20220102TMIA
2022,01,02,TMKE,20220102TMKE
2022,01,02,TMSP,20220102TMSP
2022,01,02,TMSY,20220102TMSY
2022,01,02,TOKC,20220102TOKC
2022,01,02,TORD,20220102TORD
2022,01,02,TPBI,20220102TPBI
2022,01,02,TPHL,20220102TPHL
2022,01,02,TPHX,20220102TPHX
2022,01,02,TPIT,20220102TPIT
2022,01,02,TRDU,20220102TRDU
2022,01,02,TSDF,20220102TSDF
2022,01,02,TSLC,20220102TSLC
2022,01,02,TSTL,20220102TSTL
2022,01,02,TTPA,20220102TTPA
2022,01,02,TTUL,20220102TTUL
2022,01,03,FOP1,20220103FOP1
2022,01,03,KABR,20220103KABR
2022,01,03,KABX,20220103KABX
2022,01,03,KAKQ,20220103KAKQ
2022,01,03,KAMA,20220103KAMA
2022,01,03,KAMX,20220103KAMX
2022,01,03,KAPX,20220103KAPX
2022,01,03,KARX,20220103KARX
2022,01,03,KATX,20220103KATX
2022,01,03,KBBX,20220103KBBX
2022,01,03,KBGM,20220103KBGM
2022,01,03,KBHX,20220103KBHX
2022,01,03,KBIS,20220103KBIS
2022,01,03,KBLX,20220103KBLX
2022,01,03,KBMX,20220103KBMX
2022,01,03,KBOX,20220103KBOX
2022,01,03,KBRO,20220103KBRO
2022,01,03,KBUF,20220103KBUF
2022,01,03,KBYX,20220103KBYX
2022,01,03,KCAE,20220103KCAE
2022,01,03,KCBW,20220103KCBW
2022,01,03,KCBX,20220103KCBX
2022,01,03,KCCX,20220103KCCX
2022,01,03,KCLE,20220103KCLE
2022,01,03,KCLX,20220103KCLX
2022,01,03,KCRP,20220103KCRP
2022,01,03,KCXX,20220103KCXX
2022,01,03,KCYS,20220103KCYS
2022,01,03,KDAX,20220103KDAX
2022,01,03,KDDC,20220103KDDC
2022,01,03,KDFX,20220103KDFX
2022,01,03,KDGX,20220103KDGX
2022,01,03,KDIX,20220103KDIX
2022,01,03,KDLH,20220103KDLH
2022,01,03,KDMX,20220103KDMX
2022,01,03,KDOX,20220103KDOX
2022,01,03,KDTX,20220103KDTX
2022,01,03,KDVN,20220103KDVN
2022,01,03,KDYX,20220103KDYX
2022,01,03,KEAX,20220103KEAX
2022,01,03,KEMX,20220103KEMX
2022,01,03,KENX,20220103KENX
2022,01,03,KEOX,20220103KEOX
2022,01,03,KEPZ,20220103KEPZ
2022,01,03,KESX,20220103KESX
2022,01,03,KEVX,20220103KEVX
2022,01,03,KEWX,20220103KEWX
2022,01,03,KEYX,20220103KEYX
2022,01,03,KFCX,20220103KFCX
2022,01,03,KFDR,20220103KFDR
2022,01,03,KFDX,20220103KFDX
2022,01,03,KFFC,20220103KFFC
2022,01,03,KFSD,20220103KFSD
2022,01,03,KFSX,20220103KFSX
2022,01,03,KFTG,20220103KFTG
2022,01,03,KFWS,20220103KFWS
2022,01,03,KGGW,20220103KGGW
2022,01,03,KGJX,20220103KGJX
2022,01,03,KGLD,20220103KGLD
2022,01,03,KGRB,20220103KGRB
2022,01,03,KGRK,20220103KGRK
2022,01,03,KGRR,20220103KGRR
2022,01,03,KGSP,20220103KGSP
2022,01,03,KGWX,20220103KGWX
2022,01,03,KGYX,20220103KGYX
2022,01,03,KHDX,20220103KHDX
2022,01,03,KHGX,20220103KHGX
2022,01,03,KHNX,20220103KHNX
2022,01,03,KHPX,20220103KHPX
2022,01,03,KHTX,20220103KHTX
2022,01,03,KICT,20220103KICT
2022,01,03,KICX,20220103KICX
2022,01,03,KILN,20220103KILN
2022,01,03,KILX,20220103KILX
2022,01,03,KIND,20220103KIND
2022,01,03,KINX,20220103KINX
2022,01,03,KIWA,20220103KIWA
2022,01,03,KIWX,20220103KIWX
2022,01,03,KJAX,20220103KJAX
2022,01,03,KJGX,20220103KJGX
2022,01,03,KJKL,20220103KJKL
2022,01,03,KLBB,20220103KLBB
2022,01,03,KLCH,20220103KLCH
2022,01,03,KLGX,20220103KLGX
2022,01,03,KLIX,20220103KLIX
2022,01,03,KLNX,20220103KLNX
2022,01,03,KLOT,20220103KLOT
2022,01,03,KLRX,20220103KLRX
2022,01,03,KLSX,20220103KLSX
2022,01,03,KLTX,20220103KLTX
2022,01,03,KLVX,20220103KLVX
2022,01,03,KLWX,20220103KLWX
2022,01,03,KLZK,20220103KLZK
2022,01,03,KMAF,20220103KMAF
2022,01,03,KMAX,20220103KMAX
2022,01,03,KMBX,20220103KMBX
2022,01,03,KMHX,20220103KMHX
2022,01,03,KMKX,20220103KMKX
2022,01,03,KMLB,20220103KMLB
2022,01,03,KMOB,20220103KMOB
2022,01,03,KMPX,20220103KMPX
2022,01,03,KMQT,20220103KMQT
2022,01,03,KMRX,20220103KMRX
2022,01,03,KMSX,20220103KMSX
2022,01,03,KMTX,20220103KMTX
2022,01,03,KMUX,20220103KMUX
2022,01,03,KMVX,20220103KMVX
2022,01,03,KMXX,20220103KMXX
2022,01,03,KNKX,20220103KNKX
2022,01,03,KNQA,20220103KNQA
2022,01,03,KOAX,20220103KOAX
2022,01,03,KOHX,20220103KOHX
2022,01,03,KOKX,20220103KOKX
2022,01,03,KOTX,20220103KOTX
2022,01,03,KPAH,20220103KPAH
2022,01,03,KPBZ,20220103KPBZ
2022,01,03,KPDT,20220103KPDT
2022,01,03,KPOE,20220103KPOE
2022,01,03,KPUX,20220103KPUX
2022,01,03,KRAX,20220103KRAX
2022,01,03,KRGX,20220103KRGX
2022,01,03,KRIW,20220103KRIW
2022,01,03,KRLX,20220103KRLX
2022,01,03,KRTX,20220103KRTX
2022,01,03,KSFX,20220103KSFX
2022,01,03,KSGF,20220103KSGF
2022,01,03,KSHV,20220103KSHV
2022,01,03,KSJT,20220103KSJT
2022,01,03,KSOX,20220103KSOX
2022,01,03,KSRX,20220103KSRX
2022,01,03,KTBW,20220103KTBW
2022,01,03,KTFX,20220103KTFX
2022,01,03,KTLH,20220103KTLH
2022,01,03,KTLX,20220103KTLX
2022,01,03,KTWX,20220103KTWX
2022,01,03,KTYX,20220103KTYX
2022,01,03,KUDX,20220103KUDX
2022,01,03,KUEX,20220103KUEX
2022,01,03,KVAX,20220103KVAX
2022,01,03,KVBX,20220103KVBX
2022,01,03,KVNX,20220103KVNX
2022,01,03,KVTX,20220103KVTX
2022,01,03,KVWX,20220103KVWX
2022,01,03,KYUX,20220103KYUX
2022,01,03,PABC,20220103PABC
2022,01,03,PACG,20220103PACG
2022,01,03,PAEC,20220103PAEC
2022,01,03,PAHG,20220103PAHG
2022,01,03,PAIH,20220103PAIH
2022,01,03,PAKC,20220103PAKC
2022,01,03,PAPD,20220103PAPD
2022,01,03,PHKI,20220103PHKI
2022,01,03,PHKM,20220103PHKM
2022,01,03,PHMO,20220103PHMO
2022,01,03,PHWA,20220103PHWA
2022,01,03,RKJK,20220103RKJK
2022,01,03,RKSG,20220103RKSG
2022,01,03,RODN,20220103RODN
2022,01,03,TADW,20220103TADW
2022,01,03,TBNA,20220103TBNA
2022,01,03,TBOS,20220103TBOS
2022,01,03,TBWI,20220103TBWI
2022,01,03,TCLT,20220103TCLT
2022,01,03,TCMH,20220103TCMH
2022,01,03,TCVG,20220103TCVG
2022,01,03,TDAL,20220103TDAL
2022,01,03,TDAY,20220103TDAY
2022,01,03,TDCA,20220103TDCA
2022,01,03,TDEN,20220103TDEN
2022,01,03,TDFW,20220103TDFW
2022,01,03,TEWR,20220103TEWR
2022,01,03,TFLL,20220103TFLL
2022,01,03,THOU,20220103THOU
2022,01,03,TIAD,20220103TIAD
2022,01,03,TIAH,20220103TIAH
2022,01,03,TICH,20220103TICH
2022,01,03,TIDS,20220103TIDS
2022,01,03,TJFK,20220103TJFK
2022,01,03,TJUA,20220103TJUA
2022,01,03,TLAS,20220103TLAS
2022,01,03,TLVE,20220103TLVE
2022,01,03,TMCI,20220103TMCI
2022,01,03,TMCO,20220103TMCO
2022,01,03,TMDW,20220103TMDW
2022,01,03,TMEM,20220103TMEM
2022,01,03,TMIA,20220103TMIA
2022,01,03,TMKE,20220103TMKE
2022,01,03,TMSP,20220103TMSP
2022,01,03,TMSY,20220103TMSY
2022,01,03,TOKC,20220103TOKC
2022,01,03,TORD,20220103TORD
2022,01,03,TPBI,20220103TPBI
2022,01,03,TPHL,20220103TPHL
2022,01,03,TPHX,20220103TPHX
2022,01,03,TPIT,20220103TPIT
2022,01,03,TRDU,20220103TRDU
2022,01,03,TSDF,20220103TSDF
2022,01,03,TSLC,20220103TSLC
2022,01,03,TSTL,20220103TSTL
2022,01,03,TTPA,20220103TTPA
2022,01,03,TTUL,20220103TTUL
2022,01,04,FOP1,20220104FOP1
2022,01,04,KABR,20220104KABR
2022,01,04,KABX,20220104KABX
2022,01,04,KAKQ,20220104KAKQ
2022,01,04,KAMA,20220104KAMA
2022,01,04,KAMX,20220104KAMX
2022,01,04,KAPX,20220104KAPX
2022,01,04,KARX,20220104KARX
2022,01,04,KATX,20220104KATX
2022,01,04,KBBX,20220104KBBX
2022,01,04,KBGM,20220104KBGM
2022,01,04,KBHX,20220104KBHX
2022,01,04,KBIS,20220104KBIS
2022,01,04,KBLX,20220104KBLX
2022,01,04,KBMX,20220104KBMX
2022,01,04,KBOX,20220104KBOX
2022,01,04,KBRO,20220104KBRO
2022,01,04,KBUF,20220104KBUF
2022,01,04,KBYX,20220104KBYX
2022,01,04,KCAE,20220104KCAE
2022,01,04,KCBW,20220104KCBW
2022,01,04,KCBX,20220104KCBX
2022,01,04,KCCX,20220104KCCX
2022,01,04,KCLE,20220104KCLE
2022,01,04,KCLX,20220104KCLX
2022,01,04,KCRP,20220104KCRP
2022,01,04,KCXX,20220104KCXX
2022,01,04,KCYS,20220104KCYS
2022,01,04,KDAX,20220104KDAX
2022,01,04,KDDC,20220104KDDC
2022,01,04,KDFX,20220104KDFX
2022,01,04,KDGX,20220104KDGX
2022,01,04,KDIX,20220104KDIX
2022,01,04,KDLH,20220104KDLH
2022,01,04,KDMX,20220104KDMX
2022,01,04,KDOX,20220104KDOX
2022,01,04,KDTX,20220104KDTX
2022,01,04,KDVN,20220104KDVN
2022,01,04,KDYX,20220104KDYX
2022,01,04,KEAX,20220104KEAX
2022,01,04,KEMX,20220104KEMX
2022,01,04,KENX,20220104KENX
2022,01,04,KEOX,20220104KEOX
2022,01,04,KEPZ,20220104KEPZ
2022,01,04,KESX,20220104KESX
2022,01,04,KEVX,20220104KEVX
2022,01,04,KEWX,20220104KEWX
2022,01,04,KEYX,20220104KEYX
2022,01,04,KFCX,20220104KFCX
2022,01,04,KFDR,20220104KFDR
2022,01,04,KFDX,20220104KFDX
2022,01,04,KFFC,20220104KFFC
2022,01,04,KFSD,20220104KFSD
2022,01,04,KFSX,20220104KFSX
2022,01,04,KFTG,20220104KFTG
2022,01,04,KFWS,20220104KFWS
2022,01,04,KGGW,20220104KGGW
2022,01,04,KGJX,20220104KGJX
2022,01,04,KGLD,20220104KGLD
2022,01,04,KGRB,20220104KGRB
2022,01,04,KGRK,20220104KGRK
2022,01,04,KGRR,20220104KGRR
2022,01,04,KGSP,20220104KGSP
2022,01,04,KGWX,20220104KGWX
2022,01,04,KGYX,20220104KGYX
2022,01,04,KHDX,20220104KHDX
2022,01,04,KHGX,20220104KHGX
2022,01,04,KHNX,20220104KHNX
2022,01,04,KHPX,20220104KHPX
2022,01,04,KHTX,20220104KHTX
2022,01,04,KICT,20220104KICT
2022,01,04,KICX,20220104KICX
2022,01,04,KILN,20220104KILN
2022,01,04,KILX,20220104KILX
2022,01,04,KIND,20220104KIND
2022,01,04,KINX,20220104KINX
2022,01,04,KIWA,20220104KIWA
2022,01,04,KIWX,20220104KIWX
2022,01,04,KJAX,20220104KJAX
2022,01,04,KJGX,20220104KJGX
2022,01,04,KJKL,20220104KJKL
2022,01,04,KLBB,20220104KLBB
2022,01,04,KLCH,20220104KLCH
2022,01,04,KLGX,20220104KLGX
2022,01,04,KLIX,20220104KLIX
2022,01,04,KLNX,20220104KLNX
2022,01,04,KLOT,20220104KLOT
2022,01,04,KLRX,20220104KLRX
2022,01,04,KLSX,20220104KLSX
2022,01,04,KLTX,20220104KLTX
2022,01,04,KLVX,20220104KLVX
2022,01,04,KLWX,20220104KLWX
2022,01,04,KLZK,20220104KLZK
2022,01,04,KMAF,20220104KMAF
2022,01,04,KMAX,20220104KMAX
2022,01,04,KMBX,20220104KMBX
2022,01,04,KMHX,20220104KMHX
2022,01,04,KMKX,20220104KMKX
2022,01,04,KMLB,20220104KMLB
